  1   75.000000    0.018391   2.148000e+02   6.795209e-04   9.383740e-02
  2   74.000000    0.021748   2.148843e+02   2.587885e-04   1.019636e-01
  3   73.000000    0.025330   2.147865e+02   3.041075e-04   1.136453e-01
  4   72.000000    0.029502   2.146887e+02   3.925783e-04   1.253271e-01
  5   71.000000    0.034367   2.142569e+02   5.159991e-04   1.440265e-01
  6   70.000000    0.040049   2.131313e+02   7.188920e-04   1.773001e-01
  7   69.000000    0.046670   2.120056e+02   1.011245e-03   2.105738e-01
  8   68.000000    0.054637   2.119863e+02   1.530237e-03   2.772650e-01
  9   67.000000    0.064006   2.121276e+02   2.309592e-03   3.488103e-01
 10   66.000000    0.074911   2.146446e+02   3.401051e-03   4.432291e-01
 11   65.000000    0.087655   2.177330e+02   4.949578e-03   5.431486e-01
 12   64.000000    0.102203   2.220520e+02   6.745773e-03   6.344802e-01
 13   63.000000    0.119107   2.265413e+02   9.046067e-03   7.246237e-01
 14   62.000000    0.138227   2.297650e+02   1.151375e-02   8.047733e-01
 15   61.000000    0.160375   2.328839e+02   1.473744e-02   8.851263e-01
 16   60.000000    0.185553   2.344157e+02   1.848300e-02   9.792585e-01
 17   59.000000    0.214643   2.359317e+02   2.352139e-02   1.074213e+00
 18   58.000000    0.247913   2.373161e+02   2.947757e-02   1.176008e+00
 19   57.000000    0.286233   2.388192e+02   3.704912e-02   1.279450e+00
 20   56.000000    0.329960   2.408217e+02   4.595875e-02   1.389822e+00
 21   55.000000    0.380078   2.430543e+02   5.700747e-02   1.499005e+00
 22   54.000000    0.436988   2.458523e+02   6.956133e-02   1.605264e+00
 23   53.000000    0.501807   2.487708e+02   8.467636e-02   1.712427e+00
 24   52.000000    0.575145   2.518774e+02   1.020344e-01   1.821003e+00
 25   51.000000    0.658310   2.546139e+02   1.234119e-01   1.947739e+00
 26   50.000000    0.752430   2.569616e+02   1.497693e-01   2.093555e+00
 27   49.000000    0.858974   2.589263e+02   1.830599e-01   2.270059e+00
 28   48.000000    0.979774   2.606214e+02   2.253743e-01   2.468161e+00
 29   47.000000    1.116600   2.618649e+02   2.794088e-01   2.718062e+00
 30   46.000000    1.272060   2.629132e+02   3.494248e-01   2.990334e+00
 31   45.000000    1.448725   2.628442e+02   4.420270e-01   3.364119e+00
 32   44.000000    1.649823   2.625469e+02   5.639969e-01   3.758648e+00
 33   43.000000    1.880610   2.606946e+02   7.330970e-01   4.308682e+00
 34   42.000000    2.144623   2.586404e+02   9.555969e-01   4.883706e+00
 35   41.000000    2.449658   2.558625e+02   1.253039e+00   5.548929e+00
 36   40.000000    2.801394   2.531655e+02   1.628180e+00   6.207202e+00
 37   39.000000    3.207525   2.505512e+02   2.089361e+00   6.858350e+00
 38   38.000000    3.679704   2.479295e+02   2.668930e+00   7.496853e+00
 39   37.000000    4.225916   2.450276e+02   3.358310e+00   8.118033e+00
 40   36.000000    4.863190   2.413165e+02   4.219025e+00   8.695751e+00
 41   35.000000    5.610054   2.375881e+02   5.242146e+00   9.129980e+00
 42   34.000000    6.481867   2.343627e+02   6.377025e+00   9.446953e+00
 43   33.000000    7.502665   2.324117e+02   7.655387e+00   9.599175e+00
 44   32.000000    8.693370   2.315567e+02   8.997126e+00   9.591007e+00
 45   31.000000   10.076163   2.306974e+02   1.038927e+01   9.490264e+00
